INSURANCE_FLAG,DTI,SEX,FULL_AGE_CHILD_NUMBER,DEPENDANT_NUMBER,EDUCATION,EMPL_SIZE,BANKACCOUNT_FLAG,Period_at_work,age,max90days,max60days,max30days,max21days,max14days,avg_num_delay,if_zalog,num_AccountActive180,num_AccountActive90,num_AccountActive60,Active_to_All_prc,numAccountActiveAll,numAccountClosed,sum_of_paym_months,all_credits,Active_not_cc,own_closed,min_MnthAfterLoan,max_MnthAfterLoan,dlq_exist,thirty_in_a_year,sixty_in_a_year,ninety_in_a_year,thirty_vintage,sixty_vintage,ninety_vintage,FAMILY_STATUS_вдовец / вдова,FAMILY_STATUS_гражданский брак,FAMILY_STATUS_женат / замужем,FAMILY_STATUS_повторный брак,FAMILY_STATUS_разведен / разведена,FAMILY_STATUS_холост / не замужем,INCOME_BASE_TYPE_2НДФЛ,INCOME_BASE_TYPE_Поступление зарплаты на счет,INCOME_BASE_TYPE_Свободная форма с печатью работодателя,INCOME_BASE_TYPE_Форма банка (без печати работодателя),CREDIT_PURPOSE_Другое,CREDIT_PURPOSE_Лечение,CREDIT_PURPOSE_Обучение,CREDIT_PURPOSE_Отпуск,CREDIT_PURPOSE_Покупка автомобиля,CREDIT_PURPOSE_Покупка бытовой техники,CREDIT_PURPOSE_Покупка земли,CREDIT_PURPOSE_Покупка мебели,CREDIT_PURPOSE_Покупка недвижимости/ строительство,CREDIT_PURPOSE_Ремонт,EMPL_TYPE_вспомогательный персонал,EMPL_TYPE_менеджер высшего звена,EMPL_TYPE_менеджер по продажам,EMPL_TYPE_менеджер среднего звена,EMPL_TYPE_рабочий,EMPL_TYPE_специалист,EMPL_TYPE_торговый представитель,EMPL_PROPERTY_Другое,EMPL_PROPERTY_Информационные технологии,EMPL_PROPERTY_Сельское и лесное хозяйство,EMPL_PROPERTY_Торговля,EMPL_PROPERTY_Юридические услуги,EMPL_FORM_Государственное предприятие,EMPL_FORM_ЗАО,EMPL_FORM_Иная форма,EMPL_FORM_Индивидуальный предприниматель,EMPL_FORM_ОАО,EMPL_FORM_ООО,CLUSTER,SUPERVISED_CLUSTER
0,0.3,0,1.0,0.0,2.0,1,0.0,2.5,1.6923076923076923,0.5,-0.5,0.0,0.0,0.0,3.8473422231496857,1.0,0.0,0.0,0.0,-0.1904761905714287,0.5,0.75,1.5421686746987953,0.8,0.0,1.0,0.6153846153846154,0.8461538461538461,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
1,-0.6999999999999997,1,0.0,0.0,2.0,1,0.0,-0.4655172413793103,-0.6923076923076923,3.0,1.0,1.0,0.0,0.0,0.024727440358325,1.0,0.0,0.0,0.0,1.1020408162857145,4.5,0.0,2.0602409638554215,1.8,1.0,0.0,-0.0769230769230769,-0.5192307692307693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2
1,-0.7499999999999998,1,0.0,0.0,0.0,1,0.0,-0.5344827586206896,-0.7692307692307693,0.0,0.0,1.0,0.0,0.0,-0.2037882080691594,0.0,0.0,0.0,0.0,-1.142857142857143,-1.0,-0.5,-0.6867469879518072,-0.8,-0.5,0.0,1.4615384615384617,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,-0.6999999999999997,1,1.0,0.0,0.0,1,0.0,-0.396551724137931,-0.0769230769230769,-0.5,-0.5,0.0,0.0,0.0,0.2670328251668806,0.0,0.0,0.0,0.0,-1.142857142857143,-1.0,0.0,-0.4337349397590361,-0.4,-0.5,3.0,0.6923076923076923,-0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,3
1,-1.1999999999999995,1,1.0,0.0,-2.0,1,0.0,0.6896551724137931,0.7692307692307693,0.5,0.5,1.0,0.0,0.0,0.3147109041881065,1.0,0.0,0.0,0.0,-0.5714285714285715,-0.5,0.25,0.144578313253012,0.0,0.0,0.0,0.2307692307692307,-0.2115384615384615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,4
1,0.1,1,2.0,0.0,0.0,1,0.0,0.5689655172413793,0.3846153846153846,1.0,1.0,3.0,2.0,2.0,0.3213583298420427,0.0,0.0,0.0,0.0,0.2857142857142856,0.0,-0.25,-0.4698795180722891,-0.2,0.5,0.0,-0.1538461538461538,0.0769230769230769,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5,5
0,0.7000000000000003,1,0.0,0.0,-2.0,1,0.0,-0.3793103448275862,0.7692307692307693,-0.5,-0.5,0.0,0.0,0.0,0.3898557041741064,0.0,0.0,0.0,0.0,0.2857142857142856,-0.5,-0.5,-0.2409638554216867,-0.6,-0.5,1.0,2.230769230769231,-0.4230769230769231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,4
1,-0.3499999999999997,0,0.0,0.0,-2.0,1,0.0,1.2241379310344829,1.3846153846153846,0.0,0.0,1.0,0.0,0.0,-0.2037882080691594,0.0,0.0,0.0,0.0,-1.142857142857143,-1.0,0.0,-0.3975903614457831,-0.4,-0.5,1.0,1.7692307692307692,-0.2884615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,-0.4499999999999998,1,1.0,0.0,0.0,0,0.0,-0.1034482758620689,0.5384615384615384,-0.5,-0.5,0.0,0.0,0.0,4.785103897308429,0.0,0.0,0.0,0.0,-0.1904761905714287,-0.5,-0.25,-0.3734939759036144,-0.4,-0.5,2.0,-0.1538461538461538,0.173076923076923,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
1,-1.2499999999999998,1,0.0,0.0,0.0,1,0.0,-0.4655172413793103,0.0769230769230769,0.0,-0.5,0.0,0.0,0.0,0.4168395185531703,0.0,0.0,0.0,0.0,-1.142857142857143,-1.0,0.0,-0.5180722891566265,-0.4,-0.5,0.0,-0.1538461538461538,-0.6346153846153846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0.7999999999999998,0,0.0,0.0,2.0,1,0.0,0.1551724137931034,-0.3076923076923077,-0.5,-0.5,0.0,0.0,0.0,9.60574516932948,0.0,1.0,0.0,0.0,0.7619047619999999,0.0,-0.5,-0.4216867469879518,-0.4,0.0,1.0,-0.4615384615384615,0.6730769230769231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
0,-0.6,0,2.0,0.0,-3.0,1,0.0,0.2068965517241379,-0.2307692307692307,-0.5,-0.5,0.0,0.0,0.0,0.5148333687597363,0.0,0.0,0.0,0.0,-1.142857142857143,-1.0,-0.5,-0.5542168674698795,-0.8,-0.5,1.0,1.8461538461538465,-0.6538461538461539,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,4
0,-0.6,1,2.0,0.0,2.0,1,0.0,-0.4655172413793103,-0.4615384615384615,0.0,0.0,1.0,0.0,0.0,1.0045135590777905,0.0,2.0,0.0,0.0,-0.2857142857142858,0.5,1.0,0.4698795180722891,1.0,0.5,0.0,-0.3076923076923077,0.3461538461538461,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,6,6
1,0.3,0,2.0,0.0,0.0,0,0.0,-0.2586206896551724,0.1538461538461538,-0.5,-0.5,0.0,0.0,0.0,0.1252192605607991,0.0,0.0,0.0,0.0,-0.4285714285714286,-0.5,0.0,0.2048192771084337,-0.2,-0.5,1.0,1.7692307692307692,0.0384615384615384,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0.1500000000000001,1,0.0,0.0,0.0,1,2.0,0.2586206896551724,-0.3846153846153846,0.5,0.0,1.0,1.0,1.0,-0.2037882080691594,0.0,0.0,0.0,0.0,1.238095238,1.5,-0.5,-0.0240963855421686,0.2,1.0,0.0,-0.1538461538461538,-0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,7
1,-0.6499999999999997,0,0.0,0.0,2.0,1,0.0,-0.5517241379310345,0.0769230769230769,1.5,1.0,1.0,0.0,0.0,0.714114983924953,0.0,0.0,0.0,0.0,0.2857142857142856,0.0,-0.25,0.5662650602409639,-0.2,-0.5,1.0,0.5384615384615384,0.7115384615384616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6,6
1,0.8999999999999999,0,0.0,0.0,0.0,0,0.0,-0.293103448275862,-0.6153846153846154,1.0,-0.5,0.0,0.0,0.0,-0.2037882080691594,0.0,0.0,0.0,0.0,-0.7857142857142858,-0.5,1.0,0.2650602409638554,0.6,0.0,1.0,-0.4615384615384615,-0.2115384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3
1,-0.7999999999999998,0,0.0,0.0,-3.0,0,0.0,0.396551724137931,0.3076923076923077,5.5,4.5,2.0,2.0,1.0,-0.2037882080691594,0.0,2.0,1.0,0.0,1.7142857142857144,0.5,-0.75,-0.6987951807228916,-0.4,0.0,0.0,-0.5384615384615384,-1.1538461538461535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,5
1,0.4500000000000001,1,0.0,0.0,-2.0,1,0.0,1.293103448275862,1.0,0.0,-0.5,0.0,0.0,0.0,-0.2037882080691594,0.0,0.0,0.0,0.0,-1.142857142857143,-1.0,-0.25,-0.6385542168674698,-0.6,-0.5,0.0,5.769230769230769,0.4807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,-0.3999999999999998,0,0.0,0.0,2.0,1,0.0,0.1206896551724138,-0.4615384615384615,0.5,-0.5,0.0,0.0,0.0,0.1187427355501397,0.0,1.0,1.0,0.0,-0.0714285714285715,0.5,0.5,0.7228915662650602,0.6,0.0,2.0,-0.5384615384615384,-0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,6,6
0,-1.0499999999999998,1,0.0,0.0,2.0,1,0.0,-0.2413793103448276,-0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.2296660761289174,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.036144578313253,0.0,0.0,1.0,-0.6153846153846154,-0.0961538461538461,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,6
0,-1.5999999999999996,1,1.0,0.0,-2.0,1,0.0,-0.5172413793103449,0.0769230769230769,-0.5,-0.5,0.0,0.0,0.0,-0.2037882080691594,1.0,0.0,0.0,0.0,-0.4285714285714286,0.5,1.5,0.2409638554216867,1.4,0.5,0.0,0.3076923076923077,0.7884615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4,4
0,-0.5499999999999999,1,0.0,0.0,0.0,1,0.0,2.1724137931034484,0.4615384615384615,-0.5,-0.5,0.0,0.0,0.0,0.8885165896938363,0.0,0.0,0.0,0.0,0.2857142857142856,-0.5,-0.5,-0.4939759036144578,-0.6,-0.5,1.0,0.5384615384615384,-0.9615384615384616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,7,7
0,-0.4999999999999999,0,0.0,0.0,-1.0,1,0.0,-0.5172413793103449,-0.8461538461538461,0.5,-0.5,0.0,0.0,0.0,-0.2037882080691594,0.0,1.0,1.0,0.0,1.7142857142857144,0.0,-0.75,-0.6626506024096386,-0.6,0.0,0.0,-0.5384615384615384,-0.9807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,7,7
0,-0.4999999999999999,0,0.0,0.0,2.0,0,0.0,0.2068965517241379,0.2307692307692307,0.5,0.0,1.0,1.0,1.0,3.1926819341539905,1.0,1.0,1.0,0.0,-0.1224489797142858,2.0,1.25,1.0481927710843373,1.8,1.5,2.0,-0.5384615384615384,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2
0,-1.0499999999999998,0,3.0,0.0,2.0,0,0.0,-0.5689655172413793,0.9230769230769232,-0.5,-0.5,0.0,0.0,0.0,1.1202176078148902,1.0,0.0,0.0,0.0,0.2857142857142856,0.5,0.0,1.0240963855421688,0.2,0.5,1.0,0.9230769230769232,0.6346153846153846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,6
1,0.1500000000000001,0,2.0,0.0,0.0,1,0.0,1.5344827586206895,0.0769230769230769,0.0,0.0,1.0,1.0,1.0,2.3148757671166136,0.0,0.0,0.0,0.0,-1.142857142857143,-1.0,1.25,0.2409638554216867,0.6,-0.5,4.0,1.0769230769230769,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,3
1,-0.3499999999999997,1,1.0,0.0,0.0,1,0.0,-0.1206896551724138,0.7692307692307693,0.5,0.0,1.0,0.0,0.0,5.249535294284328,0.0,1.0,0.0,0.0,0.5714285714285713,2.0,0.25,1.6385542168674698,1.0,0.5,0.0,-0.3846153846153846,0.5192307692307693,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1
0,0.6500000000000002,1,1.0,0.0,-2.0,1,0.0,1.3103448275862069,1.6923076923076923,0.5,0.0,1.0,1.0,1.0,1.233454946954013,1.0,0.0,0.0,0.0,0.107142857142857,2.5,1.5,3.734939759036144,2.2,0.5,2.0,0.6153846153846154,0.6153846153846154,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2
1,0.2000000000000001,1,1.0,0.0,-3.0,1,0.0,-0.4827586206896552,-0.5384615384615384,-0.5,-0.5,0.0,0.0,0.0,5.463831025297619,0.0,0.0,0.0,0.0,0.2857142857142856,0.0,-0.25,-0.3975903614457831,-0.2,-0.5,0.0,0.3846153846153846,-0.903846153846154,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
1,0.05,1,0.0,0.0,0.0,1,1.0,-0.1034482758620689,-0.6923076923076923,-0.5,-0.5,0.0,0.0,0.0,2.8303917854135223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2650602409638554,0.0,0.0,0.0,-0.0769230769230769,-0.0192307692307692,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
1,0.5500000000000002,0,1.0,0.0,-2.0,1,0.0,0.0,1.1538461538461535,-0.5,-0.5,0.0,0.0,0.0,1.6167197877473731,1.0,2.0,0.0,0.0,0.8979591837142856,1.5,-0.25,-0.3012048192771084,0.4,1.5,1.0,-0.4615384615384615,0.5576923076923077,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4,4
1,0.8999999999999999,0,0.0,0.0,0.0,1,1.0,0.1034482758620689,-0.6923076923076923,0.0,0.0,1.0,0.0,0.0,2.5890365583178725,0.0,0.0,0.0,0.0,0.5714285714285713,0.5,-0.25,-0.3493975903614458,0.0,0.0,1.0,-0.3076923076923077,-0.5576923076923077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
0,-0.9499999999999998,1,2.0,0.0,0.0,0,0.0,-0.1206896551724138,-0.3076923076923077,-0.5,-0.5,0.0,0.0,0.0,0.7600101429785062,0.0,0.0,0.0,0.0,-0.507936508,0.0,1.0,0.180722891566265,0.8,-0.5,0.0,0.2307692307692307,-0.1923076923076923,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,2
0,-0.3,1,0.0,0.0,-2.0,1,0.0,0.8448275862068966,-0.1538461538461538,0.0,0.0,1.0,1.0,1.0,0.6237154265170264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7228915662650602,0.0,0.0,2.0,1.9230769230769231,0.2115384615384615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4,4
