INSURANCE_FLAG,DTI,SEX,FULL_AGE_CHILD_NUMBER,DEPENDANT_NUMBER,EDUCATION,EMPL_SIZE,BANKACCOUNT_FLAG,Period_at_work,age,max90days,max60days,max30days,max21days,max14days,avg_num_delay,if_zalog,num_AccountActive180,num_AccountActive90,num_AccountActive60,Active_to_All_prc,numAccountActiveAll,numAccountClosed,sum_of_paym_months,all_credits,Active_not_cc,own_closed,min_MnthAfterLoan,max_MnthAfterLoan,dlq_exist,thirty_in_a_year,sixty_in_a_year,ninety_in_a_year,thirty_vintage,sixty_vintage,ninety_vintage,FAMILY_STATUS_вдовец / вдова,FAMILY_STATUS_гражданский брак,FAMILY_STATUS_женат / замужем,FAMILY_STATUS_повторный брак,FAMILY_STATUS_разведен / разведена,FAMILY_STATUS_холост / не замужем,INCOME_BASE_TYPE_2НДФЛ,INCOME_BASE_TYPE_Поступление зарплаты на счет,INCOME_BASE_TYPE_Свободная форма с печатью работодателя,INCOME_BASE_TYPE_Форма банка (без печати работодателя),CREDIT_PURPOSE_Другое,CREDIT_PURPOSE_Лечение,CREDIT_PURPOSE_Обучение,CREDIT_PURPOSE_Отпуск,CREDIT_PURPOSE_Покупка автомобиля,CREDIT_PURPOSE_Покупка бытовой техники,CREDIT_PURPOSE_Покупка земли,CREDIT_PURPOSE_Покупка мебели,CREDIT_PURPOSE_Покупка недвижимости/ строительство,CREDIT_PURPOSE_Ремонт,EMPL_TYPE_вспомогательный персонал,EMPL_TYPE_менеджер высшего звена,EMPL_TYPE_менеджер по продажам,EMPL_TYPE_менеджер среднего звена,EMPL_TYPE_рабочий,EMPL_TYPE_специалист,EMPL_TYPE_торговый представитель,EMPL_PROPERTY_Другое,EMPL_PROPERTY_Информационные технологии,EMPL_PROPERTY_Сельское и лесное хозяйство,EMPL_PROPERTY_Торговля,EMPL_PROPERTY_Юридические услуги,EMPL_FORM_Государственное предприятие,EMPL_FORM_ЗАО,EMPL_FORM_Иная форма,EMPL_FORM_Индивидуальный предприниматель,EMPL_FORM_ОАО,EMPL_FORM_ООО,CLUSTER,SUPERVISED_CLUSTER
1,-1.0499999999999998,1,0.0,0.0,0.0,0,1.0,0.0689655172413793,1.4615384615384617,-0.5,-0.5,0.0,0.0,0.0,0.6237154265170264,0.0,0.0,0.0,0.0,-0.4285714285714286,-0.5,0.0,-0.3975903614457831,-0.2,-0.5,2.0,-0.1538461538461538,-0.5384615384615384,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,3
0,-1.7999999999999998,1,1.0,0.0,0.0,1,0.0,-0.3103448275862069,-0.3846153846153846,-0.5,-0.5,0.0,0.0,0.0,-0.2037882080691594,0.0,0.0,0.0,0.0,-1.142857142857143,-1.0,-0.25,-0.2650602409638554,-0.6,-0.5,2.0,0.5384615384615384,0.0961538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,3
1,0.7000000000000003,0,0.0,0.0,-3.0,1,0.0,-0.5,-0.0769230769230769,0.0,0.0,1.0,1.0,1.0,-0.0114810259413282,1.0,0.0,0.0,0.0,0.7619047619999999,0.0,-0.5,0.072289156626506,-0.4,-0.5,1.0,0.3076923076923077,0.9423076923076924,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,4
1,-1.0499999999999998,1,0.0,0.0,2.0,1,0.0,-0.293103448275862,-0.8461538461538461,0.0,-0.5,0.0,0.0,0.0,0.0692879913715894,0.0,0.0,0.0,0.0,1.7142857142857144,0.0,-0.75,-0.180722891566265,-0.6,0.0,0.0,1.0,-0.6923076923076923,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7,7
1,-1.6499999999999997,0,1.0,0.0,0.0,0,0.0,-0.3103448275862069,0.2307692307692307,0.0,0.0,0.0,0.0,0.0,0.9909201644841172,0.0,0.0,0.0,0.0,-1.142857142857143,-1.0,-0.25,0.108433734939759,-0.6,-0.5,1.0,4.6923076923076925,0.4615384615384615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0.05,0,0.0,0.0,0.0,1,0.0,-0.1034482758620689,0.0769230769230769,0.0,0.0,1.0,1.0,1.0,-0.2037882080691594,1.0,0.0,0.0,0.0,1.7142857142857144,-0.5,-0.75,-0.6867469879518072,-0.8,0.0,0.0,1.3846153846153846,-0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,7,7
1,0.4000000000000001,0,0.0,0.0,-2.0,1,1.0,2.689655172413793,1.6153846153846154,-0.5,-0.5,0.0,0.0,0.0,-0.05697304669779,1.0,1.0,0.0,0.0,-0.4285714285714286,1.5,3.0,2.5542168674698793,3.0,1.0,12.0,-0.3076923076923077,0.7115384615384616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3
0,-0.1499999999999998,0,0.0,0.0,0.0,1,1.0,-0.1379310344827586,1.4615384615384617,-0.5,-0.5,0.0,0.0,0.0,-0.2037882080691594,1.0,0.0,0.0,0.0,0.2857142857142856,0.0,-0.25,-0.3975903614457831,-0.2,0.5,0.0,0.0,-0.1153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,7,7
0,-1.5499999999999996,1,0.0,0.0,2.0,1,0.0,-0.1724137931034483,-0.4615384615384615,0.0,0.0,0.0,0.0,0.0,-0.2037882080691594,0.0,0.0,0.0,0.0,-1.142857142857143,-1.0,-0.5,-0.6265060240963856,-0.8,-0.5,0.0,1.0,-0.8653846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,-0.0999999999999998,0,0.0,0.0,2.0,1,0.0,0.1896551724137931,-0.5384615384615384,0.0,0.0,0.0,0.0,0.0,1.0374672438101191,1.0,0.0,0.0,0.0,0.2857142857142856,-0.5,-0.5,-0.5301204819277109,-0.6,0.0,0.0,0.5384615384615384,-0.6923076923076923,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6,6
1,-1.0499999999999998,0,1.0,0.0,0.0,0,0.0,0.0172413793103448,1.3076923076923077,0.0,0.0,1.0,0.0,0.0,0.4030477900812244,1.0,0.0,0.0,0.0,-1.142857142857143,-1.0,0.25,-0.253012048192771,-0.2,-0.5,2.0,3.8461538461538463,0.8653846153846154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,-0.9499999999999998,1,0.0,0.0,0.0,1,0.0,-0.3793103448275862,-0.0769230769230769,0.0,0.0,1.0,1.0,1.0,5.485299280734904,0.0,0.0,0.0,0.0,-1.142857142857143,-1.0,-0.5,-0.6867469879518072,-0.8,-0.5,0.0,1.2307692307692308,-0.8076923076923077,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
0,-0.8999999999999998,1,0.0,0.0,0.0,1,0.0,-0.1724137931034483,-0.2307692307692307,-0.5,-0.5,0.0,0.0,0.0,-0.2037882080691594,0.0,0.0,0.0,0.0,-0.1904761905714287,0.0,0.25,0.5662650602409639,0.2,0.0,2.0,0.3076923076923077,-0.2307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,3
0,0.7999999999999998,0,1.0,0.0,-1.0,0,0.0,-0.3275862068965517,-0.4615384615384615,0.0,-0.5,0.0,0.0,0.0,0.0129389347125694,0.0,0.0,0.0,0.0,1.7142857142857144,1.0,-0.75,-0.0240963855421686,-0.2,0.5,0.0,0.0769230769230769,-0.7884615384615384,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7,7
1,0.6000000000000002,1,0.0,0.0,1.0,1,0.0,0.0,-0.6923076923076923,-0.5,-0.5,0.0,0.0,0.0,-0.2037882080691594,0.0,0.0,0.0,0.0,1.7142857142857144,0.5,-0.75,-0.1686746987951807,-0.4,0.0,0.0,0.7692307692307693,-0.8653846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,7,7
1,-1.1999999999999995,0,0.0,0.0,0.0,0,0.0,0.1896551724137931,-0.2307692307692307,0.0,0.0,1.0,1.0,1.0,-0.2037882080691594,1.0,0.0,0.0,0.0,1.7142857142857144,-0.5,-0.75,-0.6385542168674698,-0.8,0.0,0.0,0.0,-1.1153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,7
1,-0.9499999999999998,1,0.0,0.0,0.0,1,0.0,-0.4310344827586206,-0.8461538461538461,0.0,0.0,1.0,1.0,1.0,-0.2037882080691594,0.0,0.0,0.0,0.0,1.7142857142857144,-0.5,-0.75,-0.6626506024096386,-0.8,-0.5,0.0,0.0,-1.1153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,7,7
0,-1.1999999999999995,0,2.0,0.0,0.0,0,0.0,0.1551724137931034,0.5384615384615384,0.5,-0.5,0.0,0.0,0.0,-0.2037882080691594,0.0,0.0,0.0,0.0,-0.3265306122857143,0.0,0.5,0.108433734939759,0.4,0.0,0.0,0.0769230769230769,0.4230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3
0,0.2000000000000001,1,0.0,0.0,0.0,0,2.0,-0.2068965517241379,0.5384615384615384,-0.5,-0.5,0.0,0.0,0.0,-0.2037882080691594,1.0,0.0,0.0,0.0,-0.3265306122857143,0.0,0.5,-0.180722891566265,0.4,0.5,0.0,0.0769230769230769,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,2
0,0.7500000000000003,0,2.0,0.0,-3.0,1,0.0,0.4310344827586206,0.1538461538461538,0.0,-0.5,0.0,0.0,0.0,1.053799553088134,1.0,0.0,0.0,0.0,-0.1904761905714287,0.0,0.25,0.0602409638554216,0.2,0.5,1.0,-0.3076923076923077,0.3653846153846153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4
0,-0.2499999999999999,0,0.0,0.0,0.0,1,0.0,-0.3448275862068966,-0.4615384615384615,-0.5,-0.5,0.0,0.0,0.0,1.7467560742356394,0.0,1.0,1.0,1.0,1.7142857142857144,0.0,-0.75,-0.6987951807228916,-0.6,0.0,0.0,-0.6153846153846154,-1.1730769230769231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,7
0,-0.9499999999999998,0,0.0,0.0,0.0,1,0.0,-0.4482758620689655,-0.7692307692307693,-0.5,-0.5,0.0,0.0,0.0,-0.2037882080691594,0.0,0.0,0.0,0.0,0.2857142857142856,-0.5,-0.5,-0.4337349397590361,-0.6,-0.5,1.0,0.3846153846153846,-0.9230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,7,7
0,-0.8499999999999999,0,0.0,0.0,2.0,1,0.0,2.3620689655172415,0.8461538461538461,-0.5,-0.5,0.0,0.0,0.0,-0.2037882080691594,0.0,0.0,0.0,0.0,-1.142857142857143,-1.0,0.25,0.6265060240963856,-0.2,-0.5,2.0,1.2307692307692308,0.3269230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,3
1,0.8499999999999999,1,2.0,0.0,0.0,0,0.0,1.2758620689655171,0.6153846153846154,0.0,-0.5,0.0,0.0,0.0,0.0357523170853454,0.0,0.0,0.0,0.0,1.7142857142857144,0.5,-0.75,-0.0963855421686747,-0.4,-0.5,0.0,0.0,-0.7884615384615384,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,7
1,-1.15,0,1.0,0.0,0.0,1,0.0,-0.1551724137931034,0.1538461538461538,-0.5,-0.5,0.0,0.0,0.0,-0.2037882080691594,1.0,1.0,0.0,0.0,-0.1904761905714287,-0.5,-0.25,-0.4819277108433735,-0.4,-0.5,2.0,-0.4615384615384615,-0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3
1,-1.0499999999999998,0,0.0,0.0,-1.0,1,0.0,-0.2068965517241379,-0.5384615384615384,0.5,0.5,2.0,2.0,2.0,0.7543738952796222,0.0,0.0,0.0,0.0,-0.1904761905714287,0.0,0.25,-0.1325301204819277,0.2,-0.5,0.0,0.3846153846153846,0.0576923076923076,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,5
1,-0.6499999999999997,0,0.0,0.0,0.0,0,0.0,0.4827586206896552,0.6923076923076923,0.0,0.0,1.0,1.0,0.0,-0.2037882080691594,0.0,0.0,0.0,0.0,-1.142857142857143,-1.0,-0.25,-0.6506024096385542,-0.6,-0.5,2.0,0.1538461538461538,-1.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3
1,0.1500000000000001,0,0.0,0.0,-2.0,1,0.0,-0.396551724137931,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0898421133081983,1.0,1.0,1.0,1.0,0.6428571428571428,1.5,0.0,0.3253012048192771,0.6,0.5,0.0,-0.6153846153846154,-0.1153846153846153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,4
0,0.7999999999999998,0,3.0,0.0,0.0,1,0.0,0.7068965517241379,0.3076923076923077,-0.5,-0.5,0.0,0.0,0.0,-0.0585349101166344,1.0,1.0,0.0,0.0,-0.1904761905714287,0.0,0.25,0.3493975903614458,0.2,0.0,1.0,-0.3076923076923077,-0.3269230769230769,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,3
0,-0.0499999999999997,0,0.0,0.0,2.0,0,0.0,0.1724137931034483,0.9230769230769232,0.0,0.0,0.0,0.0,0.0,-0.2037882080691594,1.0,0.0,0.0,0.0,-0.1904761905714287,-0.5,-0.25,-0.3855421686746988,-0.4,0.0,0.0,0.5384615384615384,-0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,6
1,0.35,1,0.0,0.0,0.0,1,0.0,1.9827586206896552,0.1538461538461538,1.0,1.0,2.0,2.0,1.0,0.0846725664879683,1.0,0.0,0.0,0.0,-0.5986394557142858,1.0,3.5,2.5783132530120483,3.2,0.5,5.0,0.0769230769230769,0.4423076923076923,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2
0,-0.6999999999999997,0,1.0,0.0,0.0,1,0.0,-0.0172413793103448,0.3846153846153846,0.0,-0.5,0.0,0.0,0.0,0.020044741978744,0.0,0.0,0.0,0.0,1.0,0.5,-0.5,0.6746987951807228,-0.2,0.5,0.0,0.6153846153846154,0.6730769230769231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,7,7
0,-1.1,1,0.0,0.0,-2.0,1,0.0,0.5689655172413793,-0.5384615384615384,0.0,0.0,1.0,0.0,0.0,-0.2037882080691594,0.0,0.0,0.0,0.0,-1.142857142857143,-1.0,0.0,-0.2409638554216867,-0.4,-0.5,0.0,1.3076923076923077,-0.6538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0.3,1,0.0,0.0,2.0,1,0.0,1.0862068965517242,1.3076923076923077,1.0,0.5,2.0,0.0,0.0,4.254598720962694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3734939759036144,0.0,0.5,1.0,-0.1538461538461538,0.5192307692307693,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
0,0.7999999999999998,1,1.0,0.0,0.0,1,0.0,-0.1551724137931034,-0.5384615384615384,0.0,-0.5,0.0,0.0,0.0,0.2670328251668806,1.0,0.0,0.0,0.0,1.7142857142857144,0.0,-0.75,-0.4337349397590361,-0.6,0.0,0.0,0.6923076923076923,-0.9230769230769232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,7,7
1,0.05,1,1.0,0.0,1.0,1,0.0,-0.5,-0.4615384615384615,0.0,0.0,1.0,1.0,1.0,-0.2037882080691594,0.0,1.0,0.0,0.0,-0.1904761905714287,-0.5,-0.25,-0.5421686746987951,-0.4,-0.5,0.0,-0.4615384615384615,-0.8846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,7,7
1,-0.1999999999999999,1,0.0,0.0,0.0,1,0.0,-0.3793103448275862,-0.3846153846153846,0.0,0.0,1.0,0.0,0.0,3.299491982555832,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5903614457831325,0.0,-0.5,0.0,-0.3846153846153846,0.173076923076923,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
1,-0.0999999999999998,1,0.0,0.0,0.0,1,0.0,-0.5517241379310345,-0.6923076923076923,-0.5,-0.5,0.0,0.0,0.0,2.670698101977185,0.0,0.0,0.0,0.0,1.7142857142857144,-0.5,-0.75,-0.5903614457831325,-0.8,-0.5,0.0,0.6923076923076923,-0.9423076923076924,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
1,-0.5499999999999999,1,0.0,0.0,0.0,1,0.0,-0.1896551724137931,-0.3076923076923077,0.0,-0.5,0.0,0.0,0.0,-0.2037882080691594,0.0,0.0,0.0,0.0,-0.5714285714285715,-0.5,0.25,0.5421686746987951,0.0,-0.5,1.0,0.0769230769230769,0.6346153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,3
0,0.7999999999999998,1,1.0,0.0,0.0,1,0.0,0.4310344827586206,0.8461538461538461,-0.5,-0.5,0.0,0.0,0.0,0.1692667095876003,1.0,0.0,0.0,0.0,-0.1904761905714287,1.0,0.5,1.3734939759036144,0.8,0.5,1.0,-0.1538461538461538,0.5192307692307693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,2
0,-0.6499999999999997,1,1.0,0.0,-2.0,1,1.0,-0.5689655172413793,0.1538461538461538,1.0,0.5,0.0,0.0,0.0,0.3019084570561605,0.0,0.0,0.0,0.0,-0.1904761905714287,-0.5,-0.25,-0.4578313253012048,-0.4,-0.5,0.0,0.9230769230769232,-0.0961538461538461,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,4
1,0.8999999999999999,1,1.0,0.0,0.0,1,0.0,1.0344827586206895,-0.3846153846153846,1.5,0.5,2.0,2.0,1.0,-0.1358588049243126,0.0,0.0,0.0,0.0,0.0476190477142857,1.5,1.0,1.6385542168674698,1.4,0.0,0.0,0.2307692307692307,0.1923076923076923,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5,5
1,0.8499999999999999,0,0.0,0.0,0.0,1,0.0,0.1206896551724138,-0.0769230769230769,0.5,0.0,1.0,1.0,1.0,-0.2037882080691594,0.0,0.0,0.0,0.0,0.2857142857142856,0.0,-0.25,-0.108433734939759,-0.2,0.0,0.0,-0.1538461538461538,0.0961538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,5,5
1,0.5500000000000002,1,1.0,0.0,1.0,1,0.0,0.9482758620689656,0.1538461538461538,0.5,0.5,2.0,1.0,1.0,-0.0813325127812256,1.0,0.0,0.0,0.0,0.3809523808571428,3.0,1.0,1.891566265060241,2.0,2.5,2.0,-0.0769230769230769,0.6923076923076923,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2
1,0.8999999999999999,1,1.0,0.0,0.0,0,0.0,1.293103448275862,0.0769230769230769,0.5,-0.5,0.0,0.0,0.0,2.238356664733974,0.0,0.0,0.0,0.0,0.1558441557142856,1.5,0.75,0.4457831325301205,1.2,0.0,1.0,0.0769230769230769,0.6730769230769231,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2
0,0.7500000000000003,1,0.0,0.0,-3.0,1,0.0,1.293103448275862,0.6923076923076923,-0.5,-0.5,0.0,0.0,0.0,0.2228933535570107,0.0,0.0,0.0,0.0,1.7142857142857144,-0.5,-0.75,-0.3975903614457831,-0.8,0.0,0.0,1.7692307692307692,-0.6730769230769231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4,4
1,0.2000000000000001,0,0.0,0.0,-2.0,1,0.0,-0.0689655172413793,-0.5384615384615384,0.0,0.0,1.0,1.0,1.0,1.3133017886721814,0.0,0.0,0.0,0.0,1.7142857142857144,-0.5,-0.75,-0.6746987951807228,-0.8,-0.5,0.0,1.4615384615384617,-0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,4
0,-1.0499999999999998,0,0.0,0.0,2.0,1,0.0,0.603448275862069,-0.3076923076923077,-0.5,-0.5,0.0,0.0,0.0,0.7638046241541192,1.0,0.0,0.0,0.0,-1.142857142857143,-1.0,1.25,0.6506024096385542,0.6,-0.5,0.0,1.3076923076923077,0.6730769230769231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,6
1,0.4000000000000001,0,1.0,0.0,2.0,0,0.0,1.362068965517241,1.0,2.0,1.5,4.0,2.0,2.0,2.599655664293239,0.0,1.0,0.0,0.0,0.857142857142857,2.5,0.0,1.7469879518072289,1.0,1.5,0.0,-0.4615384615384615,0.5192307692307693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,5
