INSURANCE_FLAG,DTI,SEX,FULL_AGE_CHILD_NUMBER,DEPENDANT_NUMBER,EDUCATION,EMPL_SIZE,BANKACCOUNT_FLAG,Period_at_work,age,max90days,max60days,max30days,max21days,max14days,avg_num_delay,if_zalog,num_AccountActive180,num_AccountActive90,num_AccountActive60,Active_to_All_prc,numAccountActiveAll,numAccountClosed,sum_of_paym_months,all_credits,Active_not_cc,own_closed,min_MnthAfterLoan,max_MnthAfterLoan,dlq_exist,thirty_in_a_year,sixty_in_a_year,ninety_in_a_year,thirty_vintage,sixty_vintage,ninety_vintage,FAMILY_STATUS_вдовец / вдова,FAMILY_STATUS_гражданский брак,FAMILY_STATUS_женат / замужем,FAMILY_STATUS_повторный брак,FAMILY_STATUS_разведен / разведена,FAMILY_STATUS_холост / не замужем,INCOME_BASE_TYPE_2НДФЛ,INCOME_BASE_TYPE_Поступление зарплаты на счет,INCOME_BASE_TYPE_Свободная форма с печатью работодателя,INCOME_BASE_TYPE_Форма банка (без печати работодателя),CREDIT_PURPOSE_Другое,CREDIT_PURPOSE_Лечение,CREDIT_PURPOSE_Обучение,CREDIT_PURPOSE_Отпуск,CREDIT_PURPOSE_Покупка автомобиля,CREDIT_PURPOSE_Покупка бытовой техники,CREDIT_PURPOSE_Покупка земли,CREDIT_PURPOSE_Покупка мебели,CREDIT_PURPOSE_Покупка недвижимости/ строительство,CREDIT_PURPOSE_Ремонт,EMPL_TYPE_вспомогательный персонал,EMPL_TYPE_менеджер высшего звена,EMPL_TYPE_менеджер по продажам,EMPL_TYPE_менеджер среднего звена,EMPL_TYPE_рабочий,EMPL_TYPE_специалист,EMPL_TYPE_торговый представитель,EMPL_PROPERTY_Другое,EMPL_PROPERTY_Информационные технологии,EMPL_PROPERTY_Сельское и лесное хозяйство,EMPL_PROPERTY_Торговля,EMPL_PROPERTY_Юридические услуги,EMPL_FORM_Государственное предприятие,EMPL_FORM_ЗАО,EMPL_FORM_Иная форма,EMPL_FORM_Индивидуальный предприниматель,EMPL_FORM_ОАО,EMPL_FORM_ООО,CLUSTER
1,0.15000000000000013,0,1.0,0.0,0.0,1,2.0,3.5517241379310347,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,-0.06446361696359565,0.0,0.0,0.0,0.0,-0.42857142857142866,-0.5,0.0,0.39759036144578314,-0.2,0.0,0.0,1.7692307692307692,0.7692307692307693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0,-1.2499999999999998,0,0.0,0.0,0.0,1,0.0,-0.1206896551724138,0.6153846153846154,0.5,0.5,1.0,1.0,1.0,1.3656152365061012,0.0,0.0,0.0,0.0,-0.42857142857142866,-0.5,0.0,0.1566265060240964,-0.2,0.0,2.0,0.6923076923076923,0.6346153846153846,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
1,-0.04999999999999977,1,0.0,0.0,-2.0,1,0.0,-0.25862068965517243,-0.46153846153846156,0.0,0.0,1.0,0.0,0.0,-0.20378820806915948,0.0,0.0,0.0,0.0,-1.142857142857143,-1.0,-0.25,-0.6867469879518072,-0.6,-0.5,0.0,0.15384615384615385,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4
1,0.15000000000000013,0,0.0,0.0,0.0,1,0.0,-0.3275862068965517,-0.38461538461538464,0.0,-0.5,0.0,0.0,0.0,-0.11454762018618427,0.0,1.0,0.0,0.0,-0.36363636371428576,0.5,1.25,1.0602409638554218,1.2,1.0,1.0,-0.3076923076923077,0.3076923076923077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
1,-1.0499999999999998,1,1.0,0.0,-1.0,0,0.0,0.46551724137931033,-0.3076923076923077,-0.5,-0.5,0.0,0.0,0.0,0.1252192605607991,1.0,0.0,0.0,0.0,0.28571428571428564,0.5,0.0,0.20481927710843373,0.2,-0.5,1.0,0.0,-0.6153846153846154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4
1,0.5500000000000002,0,0.0,0.0,-2.0,1,0.0,-0.3793103448275862,-0.7692307692307693,-0.5,-0.5,0.0,0.0,0.0,-0.20378820806915948,0.0,1.0,0.0,0.0,1.7142857142857144,0.5,-0.75,-0.40963855421686746,-0.4,0.0,0.0,-0.3076923076923077,-1.0384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7
0,-0.14999999999999986,0,1.0,0.0,-2.0,1,0.0,2.0,0.23076923076923078,-0.5,-0.5,0.0,0.0,0.0,0.16774403669951873,0.0,0.0,0.0,0.0,-0.5714285714285715,-0.5,0.25,0.9518072289156626,0.0,-0.5,4.0,0.23076923076923078,0.5384615384615384,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
0,-0.24999999999999994,0,0.0,0.0,0.0,1,0.0,-0.4827586206896552,-0.23076923076923078,-0.5,-0.5,0.0,0.0,0.0,2.6017891840626115,0.0,0.0,0.0,0.0,-0.5714285714285715,-0.5,0.25,-0.07228915662650602,0.0,0.0,0.0,1.0769230769230769,0.057692307692307696,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
0,-0.04999999999999977,0,0.0,0.0,-2.0,1,0.0,-0.29310344827586204,-0.46153846153846156,-0.5,-0.5,0.0,0.0,0.0,-0.20378820806915948,0.0,0.0,0.0,0.0,-1.142857142857143,-1.0,0.0,-0.1927710843373494,-0.4,-0.5,2.0,1.3846153846153846,-0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0.7000000000000003,0,0.0,0.0,2.0,1,0.0,0.603448275862069,-0.3076923076923077,2.5,-0.5,0.0,0.0,0.0,-0.05853491011663444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3493975903614458,0.0,0.0,2.0,-0.23076923076923078,0.34615384615384615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6
0,-0.8499999999999999,0,2.0,0.0,0.0,1,1.0,-0.4827586206896552,-0.3076923076923077,-0.5,-0.5,0.0,0.0,0.0,1.2591200026354037,0.0,0.0,0.0,0.0,-0.32653061228571434,0.0,0.5,0.43373493975903615,0.4,0.0,2.0,0.8461538461538461,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3
0,-0.34999999999999976,0,0.0,0.0,0.0,0,0.0,2.3620689655172415,1.0769230769230769,0.5,0.5,2.0,1.0,1.0,0.08215545658124135,1.0,0.0,0.0,0.0,0.28571428571428564,1.0,0.25,1.4819277108433735,0.6,0.5,1.0,0.15384615384615385,0.34615384615384615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
1,-1.3499999999999996,0,0.0,0.0,0.0,1,0.0,-0.4827586206896552,-0.38461538461538464,-0.5,-0.5,0.0,0.0,0.0,0.34236419081233843,0.0,0.0,0.0,0.0,-1.142857142857143,-1.0,-0.5,-0.4819277108433735,-0.8,-0.5,0.0,1.5384615384615385,-0.7307692307692307,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0.4000000000000001,1,2.0,0.0,0.0,0,0.0,-0.5344827586206896,0.07692307692307693,-0.5,-0.5,0.0,0.0,0.0,0.146309482961388,1.0,0.0,0.0,0.0,-0.1904761905714287,-0.5,-0.25,-0.3132530120481928,-0.4,0.0,0.0,1.3076923076923077,0.34615384615384615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,-0.9999999999999999,0,0.0,0.0,0.0,1,1.0,0.05172413793103448,-0.38461538461538464,0.0,0.0,1.0,1.0,1.0,-0.20378820806915948,0.0,2.0,0.0,0.0,1.7142857142857144,0.5,-0.75,-0.5180722891566265,-0.4,0.5,0.0,-0.46153846153846156,-1.1153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7
1,0.8999999999999999,1,0.0,0.0,-2.0,1,0.0,-0.10344827586206896,-0.3076923076923077,0.5,0.0,0.0,0.0,0.0,-0.20378820806915948,0.0,0.0,0.0,0.0,-0.5714285714285715,-0.5,0.25,-0.3373493975903614,0.0,0.0,3.0,0.0,-0.9615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3
1,-0.4999999999999999,1,1.0,0.0,2.0,1,0.0,1.793103448275862,0.3076923076923077,-0.5,-0.5,0.0,0.0,0.0,-0.13412591251637757,1.0,0.0,0.0,0.0,-0.10389610400000003,1.0,1.0,1.5783132530120483,1.2,1.0,3.0,-0.15384615384615385,1.1538461538461537,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
0,0.6500000000000002,0,0.0,0.0,2.0,1,0.0,-0.1724137931034483,-0.6153846153846154,1.0,1.0,1.0,1.0,1.0,-0.20378820806915948,1.0,0.0,0.0,0.0,1.7142857142857144,3.0,-0.75,0.4578313253012048,0.6,1.0,0.0,-0.15384615384615385,-0.8653846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6
0,0.35000000000000003,1,1.0,0.0,0.0,0,0.0,1.1379310344827587,-0.07692307692307693,0.0,0.0,1.0,1.0,0.0,-0.09711781766261691,0.0,1.0,0.0,0.0,-0.1904761905714287,0.5,0.75,0.7590361445783133,0.8,0.5,0.0,-0.38461538461538464,0.3269230769230769,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2
0,-0.7999999999999998,0,3.0,0.0,0.0,1,0.0,-0.15517241379310345,0.23076923076923078,0.0,0.0,1.0,0.0,0.0,2.6211379927124616,0.0,0.0,0.0,0.0,0.7619047619999999,0.0,-0.5,-0.4939759036144578,-0.4,-0.5,0.0,0.38461538461538464,0.057692307692307696,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
1,0.8999999999999999,1,0.0,0.0,0.0,1,1.0,-0.1896551724137931,1.5384615384615385,-0.5,-0.5,0.0,0.0,0.0,0.5342555748304721,0.0,0.0,0.0,0.0,-1.142857142857143,-1.0,0.5,0.4939759036144578,0.0,-0.5,3.0,2.923076923076923,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,-0.14999999999999986,0,2.0,0.0,2.0,1,0.0,0.29310344827586204,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.9695860864028086,1.0,0.0,0.0,0.0,0.28571428571428564,1.0,0.25,0.6385542168674698,0.6,0.0,1.0,-0.23076923076923078,-0.46153846153846156,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6
1,0.050000000000000044,1,0.0,0.0,-2.0,1,0.0,-0.15517241379310345,0.8461538461538461,0.0,0.0,1.0,1.0,1.0,0.7714839324005494,0.0,0.0,0.0,0.0,0.28571428571428564,-0.5,-0.5,-0.4578313253012048,-0.6,-0.5,0.0,-0.15384615384615385,-0.8846153846153846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4
1,-0.8999999999999998,0,1.0,0.0,-2.0,1,0.0,-0.034482758620689655,0.15384615384615385,-0.5,-0.5,0.0,0.0,0.0,-0.012825830646904126,0.0,0.0,0.0,0.0,-0.6666666665714287,-0.5,0.5,0.927710843373494,0.2,-0.5,3.0,1.3076923076923077,0.40384615384615385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3
1,0.4000000000000001,1,0.0,0.0,0.0,1,1.0,-0.5,-0.5384615384615384,-0.5,-0.5,0.0,0.0,0.0,-0.20378820806915948,0.0,0.0,0.0,0.0,1.0,0.5,-0.5,-0.3493975903614458,-0.2,0.5,0.0,0.7692307692307693,-0.7115384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7
1,0.4000000000000001,1,0.0,0.0,0.0,0,0.0,0.5517241379310345,0.23076923076923078,-0.5,-0.5,0.0,0.0,0.0,0.2670328251668806,0.0,0.0,0.0,0.0,0.28571428571428564,0.5,0.0,0.5783132530120482,0.2,0.5,2.0,0.3076923076923077,-0.038461538461538464,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1,0.4000000000000001,1,0.0,0.0,0.0,1,0.0,-0.3275862068965517,-0.38461538461538464,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.7142857142857144,-0.5,-0.75,-0.7710843373493976,-0.8,-0.5,0.0,-0.6923076923076923,-1.2884615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7
1,-0.6,0,0.0,0.0,0.0,1,0.0,0.3103448275862069,-0.3076923076923077,-0.5,-0.5,0.0,0.0,0.0,0.7714839324005494,0.0,0.0,0.0,0.0,1.7142857142857144,0.0,-0.75,-0.4578313253012048,-0.6,-0.5,0.0,0.15384615384615385,-0.7692307692307693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7
1,0.8999999999999999,1,2.0,0.0,0.0,1,1.0,2.0689655172413794,0.38461538461538464,-0.5,-0.5,0.0,0.0,0.0,0.6643731192380248,0.0,0.0,0.0,0.0,-0.38095238085714295,1.0,2.0,1.180722891566265,2.0,1.0,3.0,-0.23076923076923078,0.2692307692307692,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2
1,0.15000000000000013,0,0.0,0.0,0.0,1,0.0,-0.5,-0.07692307692307693,0.0,0.0,1.0,1.0,1.0,-0.20378820806915948,0.0,0.0,0.0,0.0,0.28571428571428564,-0.5,-0.5,-0.4939759036144578,-0.6,-0.5,0.0,-0.23076923076923078,-0.6538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7
0,0.6500000000000002,1,1.0,0.0,2.0,1,0.0,-0.27586206896551724,0.5384615384615384,1.0,0.5,2.0,2.0,2.0,-0.002996884308429479,0.0,0.0,0.0,0.0,-0.5714285714285715,-0.5,0.25,0.8433734939759037,0.0,-0.5,0.0,2.923076923076923,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5
1,0.4000000000000001,0,0.0,0.0,-2.0,1,0.0,0.4482758620689655,-0.3076923076923077,-0.5,-0.5,0.0,0.0,0.0,0.41683951855317036,0.0,1.0,0.0,0.0,1.7142857142857144,0.5,-0.75,-0.26506024096385544,-0.4,0.5,0.0,-0.46153846153846156,-0.8461538461538461,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1,-0.7999999999999998,0,0.0,0.0,0.0,0,0.0,0.5862068965517241,1.3076923076923077,0.0,0.0,1.0,0.0,0.0,-0.14960642203238197,0.0,0.0,0.0,0.0,-0.6666666665714287,-0.5,0.5,2.253012048192771,0.2,-0.5,2.0,2.076923076923077,0.7307692307692307,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1,-0.09999999999999981,1,0.0,0.0,0.0,0,0.0,2.603448275862069,1.0,1.0,1.0,3.0,3.0,3.0,0.28384786216569496,1.0,0.0,0.0,0.0,-0.7857142857142858,-0.5,1.0,0.5301204819277109,0.6,-0.5,1.0,0.15384615384615385,0.1346153846153846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5
0,-0.1999999999999999,0,0.0,0.0,0.0,1,2.0,-0.1724137931034483,-0.5384615384615384,-0.5,-0.5,0.0,0.0,0.0,1.9520765237829085,0.0,0.0,0.0,0.0,0.5714285714285713,0.5,-0.25,-0.1927710843373494,0.0,-0.5,0.0,0.6923076923076923,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1,0.7999999999999998,0,0.0,0.0,0.0,0,1.0,0.3448275862068966,-0.5384615384615384,-0.5,-0.5,0.0,0.0,0.0,-0.20378820806915948,0.0,0.0,0.0,0.0,1.7142857142857144,0.0,-0.75,-0.3614457831325301,-0.6,0.0,0.0,1.9230769230769231,-0.6346153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7
1,-0.6,1,0.0,0.0,-2.0,1,0.0,-0.06896551724137931,1.7692307692307692,-0.5,-0.5,0.0,0.0,0.0,3.7303604276639253,0.0,1.0,0.0,0.0,-0.42857142857142866,0.0,-0.25,-0.26506024096385544,-0.2,0.0,0.0,-0.38461538461538464,0.5192307692307693,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0,0.3,1,0.0,0.0,0.0,1,0.0,0.7241379310344828,-0.23076923076923078,1.0,1.0,3.0,0.0,0.0,-0.20378820806915948,1.0,4.0,3.0,3.0,1.306122448857143,2.0,-0.5,0.012048192771084338,0.4,1.5,0.0,-0.6153846153846154,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5
1,0.7500000000000003,0,1.0,0.0,0.0,1,0.0,-0.3275862068965517,-0.38461538461538464,-0.5,-0.5,0.0,0.0,0.0,-0.20378820806915948,1.0,0.0,0.0,0.0,-1.142857142857143,-1.0,-0.25,-0.40963855421686746,-0.6,-0.5,1.0,0.5384615384615384,0.1346153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0.10000000000000009,1,0.0,0.0,2.0,1,0.0,0.1724137931034483,0.07692307692307693,1.5,1.5,4.0,3.0,3.0,0.14334255374665617,1.0,1.0,0.0,0.0,-0.2857142857142858,0.5,1.0,2.0,1.0,1.0,1.0,-0.46153846153846156,0.3076923076923077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5
0,0.3,0,1.0,0.0,-1.0,1,2.0,0.3275862068965517,-0.46153846153846156,0.5,0.5,2.0,0.0,0.0,-0.20378820806915948,0.0,0.0,0.0,0.0,-0.42857142857142866,0.0,0.75,0.13253012048192772,0.6,0.0,0.0,-0.15384615384615385,-0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5
0,-1.2499999999999998,0,0.0,0.0,0.0,1,0.0,0.06896551724137931,-0.23076923076923078,-0.5,-0.5,0.0,0.0,0.0,0.042226385775590757,0.0,0.0,0.0,0.0,0.7619047619999999,1.0,-0.25,0.5421686746987951,0.2,0.0,1.0,0.0,-0.38461538461538464,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
1,-1.3999999999999997,1,2.0,0.0,0.0,1,1.0,-0.1724137931034483,0.3076923076923077,-0.5,-0.5,0.0,0.0,0.0,-0.20378820806915948,0.0,0.0,0.0,0.0,0.28571428571428564,-0.5,-0.5,-0.3373493975903614,-0.6,0.0,1.0,0.9230769230769231,-0.8846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7
1,-0.4999999999999999,1,1.0,0.0,0.0,1,2.0,3.5344827586206895,0.46153846153846156,1.0,1.0,3.0,2.0,2.0,-0.20378820806915948,1.0,0.0,0.0,0.0,-1.142857142857143,-1.0,1.25,0.12048192771084337,0.6,-0.5,0.0,0.38461538461538464,0.6538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5
1,0.7999999999999998,1,0.0,0.0,-2.0,1,0.0,-0.5689655172413793,-0.07692307692307693,0.5,0.0,0.0,0.0,0.0,-0.20378820806915948,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.14457831325301204,0.0,0.0,0.0,-0.6923076923076923,-0.3269230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4
0,-0.09999999999999981,1,0.0,0.0,2.0,1,0.0,0.6551724137931034,1.4615384615384615,0.0,0.0,1.0,1.0,1.0,-0.20378820806915948,0.0,0.0,0.0,0.0,-0.5306122448571429,0.5,2.0,0.4457831325301205,1.8,0.5,2.0,0.6153846153846154,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
0,-0.04999999999999977,0,1.0,0.0,0.0,0,0.0,1.1724137931034482,1.8461538461538463,0.0,0.0,1.0,1.0,1.0,-0.20378820806915948,1.0,0.0,0.0,0.0,1.7142857142857144,-0.5,-0.75,-0.6506024096385542,-0.8,0.0,0.0,0.07692307692307693,-1.0961538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7
1,0.5500000000000002,1,2.0,0.0,-2.0,1,0.0,-0.06896551724137931,0.5384615384615384,-0.5,-0.5,0.0,0.0,0.0,4.039963539848925,0.0,0.0,0.0,0.0,-0.1904761905714287,-0.5,-0.25,-0.1566265060240964,-0.4,-0.5,0.0,2.3846153846153846,0.5384615384615384,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,-0.5499999999999999,0,1.0,0.0,-2.0,0,0.0,0.8448275862068966,0.38461538461538464,0.0,0.0,1.0,1.0,1.0,0.8332100178107533,1.0,0.0,0.0,0.0,0.28571428571428564,0.0,-0.25,0.10843373493975904,-0.2,0.0,1.0,0.07692307692307693,-0.6153846153846154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4
