INCOME_BASE_TYPE,CREDIT_PURPOSE,INSURANCE_FLAG,DTI,SEX,FULL_AGE_CHILD_NUMBER,DEPENDANT_NUMBER,EDUCATION,EMPL_TYPE,EMPL_SIZE,BANKACCOUNT_FLAG,Period_at_work,age,EMPL_PROPERTY,EMPL_FORM,FAMILY_STATUS,max90days,max60days,max30days,max21days,max14days,avg_num_delay,if_zalog,num_AccountActive180,num_AccountActive90,num_AccountActive60,Active_to_All_prc,numAccountActiveAll,numAccountClosed,sum_of_paym_months,all_credits,Active_not_cc,own_closed,min_MnthAfterLoan,max_MnthAfterLoan,dlq_exist,thirty_in_a_year,sixty_in_a_year,ninety_in_a_year,thirty_vintage,sixty_vintage,ninety_vintage
Поступление зарплаты на счет,Ремонт,1,0.59,женский,0,0,среднее,вспомогательный персонал,>250,0.0,22.0,53.0,Другое,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.096,0.0,0.0,0.0,0.0,0.75,3.0,1.0,113.0,4.0,2.0,0.0,8.0,74.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
Форма банка (без печати работодателя),Ремонт,1,0.33,женский,0,0,высшее,специалист,<50,0.0,51.0,45.0,Другое,ООО,холост / не замужем,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6,3.0,2.0,79.0,5.0,2.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка недвижимости/ строительство,0,0.52,мужской,0,0,высшее,менеджер среднего звена,>250,0.0,108.0,31.0,Торговля,ООО,женат / замужем,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,4.0,142.0,5.0,0.0,1.0,37.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.59,женский,1,0,высшее,специалист,>250,0.0,74.0,35.0,Информационные технологии,ОАО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,3.0,7.0,104.0,10.0,2.0,3.0,7.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,0,0.26,мужской,0,0,высшее,менеджер среднего звена,>250,0.0,37.0,27.0,Торговля,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0892857143,0.0,0.0,0.0,0.0,0.25,1.0,3.0,51.0,4.0,1.0,0.0,24.0,46.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Отпуск,0,0.18,мужской,0,0,высшее,менеджер среднего звена,>250,0.0,9.0,28.0,Торговля,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.52,мужской,2,0,незаконченное высшее,рабочий,>250,1.0,62.0,43.0,Другое,ООО,женат / замужем,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333,3.0,6.0,145.0,9.0,2.0,3.0,6.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка автомобиля,0,0.42,женский,2,0,высшее,менеджер среднего звена,>250,2.0,76.0,30.0,Торговля,ЗАО,женат / замужем,1.0,1.0,1.0,1.0,1.0,0.036809816,0.0,0.0,0.0,0.0,0.1666666667,1.0,5.0,157.0,6.0,0.0,0.0,20.0,55.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Форма банка (без печати работодателя),Покупка бытовой техники,1,0.32,мужской,0,0,высшее,специалист,>250,0.0,67.0,34.0,Торговля,ООО,разведен / разведена,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,17.0,2.0,1.0,0.0,8.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Лечение,1,0.3,женский,2,0,незаконченное высшее,вспомогательный персонал,>250,0.0,22.0,25.0,Торговля,ООО,разведен / разведена,0.0,0.0,0.0,0.0,0.0,0.1777777778,1.0,0.0,0.0,0.0,0.0,0.0,4.0,37.0,4.0,0.0,0.0,15.0,45.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,0,0.43,женский,1,0,высшее,специалист,<50,0.0,77.0,28.0,Торговля,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,2.0,2.0,56.0,4.0,0.0,2.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.41,мужской,0,0,Высшее/Второе высшее/Ученая степень,рабочий,<50,0.0,15.0,31.0,Торговля,ООО,холост / не замужем,2.0,2.0,1.0,1.0,1.0,0.0181818182,1.0,0.0,0.0,0.0,0.2,1.0,4.0,54.0,5.0,1.0,1.0,13.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,0,0.56,женский,0,0,высшее,специалист,>250,0.0,23.0,23.0,Торговля,ООО,холост / не замужем,1.0,1.0,0.0,0.0,0.0,0.0277777778,0.0,0.0,0.0,0.0,0.6666666667,2.0,1.0,35.0,3.0,1.0,0.0,10.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Другое,0,0.43,мужской,2,0,высшее,специалист,>250,0.0,67.0,34.0,Другое,ОАО,женат / замужем,1.0,0.0,0.0,0.0,0.0,0.0729927007,0.0,0.0,0.0,0.0,0.6,3.0,2.0,127.0,5.0,2.0,0.0,13.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.3,женский,1,0,высшее,специалист,>250,0.0,80.0,47.0,Другое,ЗАО,женат / замужем,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,2.0,2.0,104.0,4.0,0.0,2.0,14.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка недвижимости/ строительство,0,0.37,мужской,0,0,высшее,специалист,>250,0.0,12.0,31.0,Торговля,ЗАО,женат / замужем,3.0,3.0,1.0,1.0,1.0,0.0869565217,0.0,1.0,1.0,0.0,0.3333333333,2.0,4.0,42.0,6.0,0.0,2.0,1.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Покупка земли,1,0.41,женский,1,0,среднее,вспомогательный персонал,>250,0.0,88.0,36.0,Торговля,ООО,женат / замужем,1.0,0.0,0.0,0.0,0.0,0.0408163265,0.0,2.0,0.0,0.0,0.6,3.0,2.0,47.0,5.0,2.0,1.0,5.0,49.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,0,0.41,мужской,0,0,незаконченное высшее,рабочий,>250,0.0,21.0,23.0,Другое,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,12.0,3.0,1.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.39,женский,0,0,высшее,вспомогательный персонал,>250,0.0,19.0,25.0,Информационные технологии,ЗАО,холост / не замужем,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,28.0,2.0,0.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Другое,1,0.51,женский,0,0,высшее,специалист,>250,0.0,30.0,31.0,Другое,ОАО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,40.0,2.0,0.0,0.0,16.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка недвижимости/ строительство,0,0.45,мужской,0,0,среднее-специальное,рабочий,>250,0.0,11.0,55.0,Другое,ОАО,женат / замужем,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4,2.0,3.0,68.0,5.0,1.0,1.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка недвижимости/ строительство,0,0.42,мужской,0,0,среднее-специальное,менеджер среднего звена,>250,0.0,37.0,26.0,Другое,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.1341463415,0.0,0.0,0.0,0.0,0.5,3.0,3.0,71.0,6.0,2.0,0.0,8.0,46.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,0,0.34,женский,1,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,>250,0.0,148.0,44.0,Торговля,ООО,женат / замужем,2.0,0.0,0.0,0.0,0.0,0.2411347518,1.0,1.0,1.0,0.0,0.2857142857,2.0,5.0,107.0,7.0,1.0,1.0,2.0,101.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Свободная форма с печатью работодателя,Ремонт,0,0.34,мужской,0,0,Высшее/Второе высшее/Ученая степень,менеджер высшего звена,<50,0.0,47.0,39.0,Торговля,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0240174672,1.0,0.0,0.0,0.0,0.4,14.0,21.0,447.0,35.0,6.0,0.0,7.0,114.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.51,женский,0,0,Высшее/Второе высшее/Ученая степень,вспомогательный персонал,>250,0.0,19.0,24.0,Другое,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,1.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,1,0.35,женский,2,0,среднее-специальное,специалист,>250,0.0,50.0,36.0,Торговля,ООО,женат / замужем,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.0,6.0,182.0,10.0,1.0,1.0,9.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,0,0.5,мужской,0,0,среднее,специалист,>250,1.0,107.0,44.0,Другое,ЗАО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0195121951,0.0,0.0,0.0,0.0,0.1666666667,1.0,5.0,201.0,6.0,0.0,4.0,8.0,103.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.39,мужской,0,0,Высшее/Второе высшее/Ученая степень,специалист,>250,0.0,64.0,28.0,Другое,ЗАО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,85.0,3.0,0.0,2.0,16.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.51,мужской,0,0,высшее,специалист,>250,1.0,6.0,28.0,Другое,Государственное предприятие,холост / не замужем,8.0,6.0,6.0,4.0,3.0,0.0,0.0,4.0,3.0,2.0,1.0,7.0,0.0,64.0,7.0,2.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,0,0.5,женский,2,0,высшее,менеджер среднего звена,>250,0.0,28.0,49.0,Информационные технологии,ЗАО,женат / замужем,1.0,1.0,1.0,1.0,1.0,0.0289855072,0.0,0.0,0.0,0.0,0.0,0.0,2.0,67.0,2.0,0.0,2.0,49.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.41,женский,0,0,среднее-специальное,менеджер среднего звена,>250,0.0,22.0,27.0,Торговля,ООО,женат / замужем,5.0,4.0,0.0,0.0,0.0,0.1440677966,0.0,1.0,0.0,0.0,0.4166666667,5.0,7.0,101.0,12.0,3.0,1.0,3.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,1,0.4,мужской,1,0,среднее-специальное,вспомогательный персонал,>250,0.0,18.0,30.0,Другое,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.1515151515,0.0,1.0,0.0,0.0,0.25,1.0,3.0,28.0,4.0,1.0,0.0,3.0,68.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка недвижимости/ строительство,0,0.55,женский,1,0,высшее,специалист,>250,1.0,57.0,38.0,Информационные технологии,ООО,женат / замужем,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,10.0,2.0,1.0,0.0,10.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка недвижимости/ строительство,1,0.57,женский,0,0,среднее-специальное,вспомогательный персонал,>250,0.0,43.0,47.0,Другое,ОАО,женат / замужем,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,3.0,3.0,47.0,6.0,1.0,0.0,4.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Свободная форма с печатью работодателя,Покупка недвижимости/ строительство,1,0.57,мужской,2,0,Высшее/Второе высшее/Ученая степень,менеджер высшего звена,<50,0.0,14.0,36.0,Информационные технологии,ООО,женат / замужем,4.0,4.0,1.0,0.0,0.0,0.0153846154,1.0,0.0,0.0,0.0,0.5,1.0,1.0,64.0,2.0,0.0,1.0,27.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,0,0.33,женский,0,0,среднее-специальное,вспомогательный персонал,>250,0.0,142.0,41.0,Другое,Государственное предприятие,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,2.0,0.0,1.0,8.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.3,мужской,0,0,высшее,специалист,>250,0.0,22.0,28.0,Другое,ЗАО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0256410256,0.0,1.0,0.0,0.0,0.4,2.0,3.0,38.0,5.0,1.0,1.0,5.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.49,мужской,0,0,среднее-специальное,специалист,>250,0.0,90.0,29.0,Другое,ОАО,женат / замужем,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666667,2.0,1.0,22.0,3.0,1.0,0.0,7.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.2,мужской,0,0,Высшее/Второе высшее/Ученая степень,специалист,>250,0.0,42.0,32.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4444444444,4.0,5.0,104.0,9.0,2.0,1.0,8.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.33,мужской,2,0,Высшее/Второе высшее/Ученая степень,менеджер высшего звена,<50,0.0,11.0,51.0,Торговля,ЗАО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.077294686,1.0,0.0,0.0,0.0,0.25,2.0,6.0,191.0,8.0,1.0,2.0,12.0,103.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.28,мужской,1,0,высшее,специалист,>250,0.0,141.0,42.0,Информационные технологии,ОАО,женат / замужем,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,1.0,4.0,38.0,5.0,1.0,1.0,59.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка недвижимости/ строительство,1,0.49,женский,0,0,высшее,вспомогательный персонал,>250,0.0,10.0,43.0,Торговля,ООО,женат / замужем,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,17.0,2.0,1.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Обучение,0,0.36,женский,0,0,второе высшее,специалист,>250,1.0,9.0,27.0,Другое,ЗАО,холост / не замужем,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,73.0,2.0,1.0,0.0,19.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Лечение,1,0.31,женский,0,0,Высшее/Второе высшее/Ученая степень,специалист,>250,0.0,15.0,25.0,Информационные технологии,ООО,женат / замужем,1.0,0.0,0.0,0.0,0.0,0.0303030303,1.0,1.0,0.0,0.0,1.0,2.0,0.0,32.0,2.0,1.0,0.0,3.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Покупка автомобиля,1,0.49,женский,0,0,высшее,специалист,<50,0.0,12.0,25.0,Информационные технологии,ООО,женат / замужем,14.0,14.0,14.0,0.0,0.0,0.1428571429,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,2.0,0.0,2.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,0,0.09,мужской,0,0,незаконченное высшее,менеджер среднего звена,>250,0.0,92.0,31.0,Торговля,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,2.0,0.0,1.0,7.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Свободная форма с печатью работодателя,Ремонт,0,0.29,мужской,0,0,второе высшее,специалист,>250,1.0,56.0,27.0,Другое,ООО,холост / не замужем,4.0,1.0,1.0,1.0,1.0,0.3658536585,1.0,2.0,2.0,0.0,0.4285714286,3.0,4.0,52.0,7.0,1.0,1.0,2.0,79.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2НДФЛ,Другое,0,0.22,мужской,1,0,высшее,менеджер высшего звена,>250,0.0,96.0,47.0,Другое,ЗАО,холост / не замужем,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,3.0,94.0,6.0,2.0,1.0,6.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.59,женский,0,0,Высшее/Второе высшее/Ученая степень,рабочий,>250,0.0,53.0,45.0,Другое,ООО,холост / не замужем,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1666666667,1.0,5.0,83.0,6.0,0.0,0.0,11.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Покупка мебели,1,0.22,женский,1,0,высшее,специалист,>250,0.0,11.0,36.0,Другое,ООО,холост / не замужем,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2222222222,2.0,7.0,104.0,9.0,1.0,0.0,12.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.59,женский,0,0,среднее-специальное,менеджер высшего звена,>250,0.0,68.0,38.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,4.0,1.0,131.0,5.0,1.0,1.0,25.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.35,мужской,0,0,высшее,менеджер среднего звена,>250,0.0,111.0,49.0,Информационные технологии,ЗАО,женат / замужем,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2857142857,3.0,4.0,220.0,7.0,2.0,2.0,17.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Обучение,1,0.38,мужской,0,0,высшее,специалист,>250,1.0,47.0,28.0,Другое,ООО,повторный брак,0.0,0.0,0.0,0.0,0.0,0.0647482014,0.0,0.0,0.0,0.0,0.8,4.0,1.0,130.0,5.0,3.0,1.0,7.0,81.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Обучение,1,0.52,женский,0,0,среднее-специальное,специалист,>250,0.0,64.0,26.0,Торговля,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.1538461538,0.0,0.0,0.0,0.0,0.5,1.0,1.0,33.0,2.0,0.0,1.0,17.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
